"시점","동별(1)","동별(2)",구분별(1),구분별(2),데이터
"2019 2/4","합계","마포구",한국인 (명),남자,177388
"2019 2/4","합계","마포구",한국인 (명),여자,197034
"2019 2/4","합계","마포구",등록외국인 (명),소계,11563
"2019 2/4","합계","마포구",등록외국인 (명),남자,4369
"2019 2/4","합계","마포구",등록외국인 (명),여자,7194
"2019 2/4","합계","마포구",세대당인구 (명),소계,2.15
"2019 2/4","합계","마포구",65세이상고령자 (명),소계,51613
"2019 2/4","합계","양천구",세대 (세대),소계,177045
"2019 2/4","합계","양천구",계 (명),소계,465095
"2019 2/4","합계","양천구",계 (명),남자,228697
"2019 2/4","합계","양천구",계 (명),여자,236398
"2019 2/4","합계","양천구",한국인 (명),소계,461051
"2019 2/4","합계","양천구",한국인 (명),남자,226881
"2019 2/4","합계","양천구",한국인 (명),여자,234170
"2019 2/4","합계","양천구",등록외국인 (명),소계,4044
"2019 2/4","합계","양천구",등록외국인 (명),남자,1816
"2019 2/4","합계","양천구",등록외국인 (명),여자,2228
"2019 2/4","합계","양천구",세대당인구 (명),소계,2.60
"2019 2/4","합계","양천구",65세이상고령자 (명),소계,59731
"2019 2/4","합계","강서구",세대 (세대),소계,261383
"2019 2/4","합계","강서구",계 (명),소계,602230
"2019 2/4","합계","강서구",계 (명),남자,292139
"2019 2/4","합계","강서구",계 (명),여자,310091
"2019 2/4","합계","강서구",한국인 (명),소계,595602
"2019 2/4","합계","강서구",한국인 (명),남자,288905
"2019 2/4","합계","강서구",한국인 (명),여자,306697
"2019 2/4","합계","강서구",등록외국인 (명),소계,6628
"2019 2/4","합계","강서구",등록외국인 (명),남자,3234
"2019 2/4","합계","강서구",등록외국인 (명),여자,3394
"2019 2/4","합계","강서구",세대당인구 (명),소계,2.28
"2019 2/4","합계","강서구",65세이상고령자 (명),소계,81965
"2019 2/4","합계","구로구",세대 (세대),소계,174505
"2019 2/4","합계","구로구",계 (명),소계,439328
"2019 2/4","합계","구로구",계 (명),남자,220027
"2019 2/4","합계","구로구",계 (명),여자,219301
"2019 2/4","합계","구로구",한국인 (명),소계,405415
"2019 2/4","합계","구로구",한국인 (명),남자,200561
"2019 2/4","합계","구로구",한국인 (명),여자,204854
"2019 2/4","합계","구로구",등록외국인 (명),소계,33913
"2019 2/4","합계","구로구",등록외국인 (명),남자,19466
"2019 2/4","합계","구로구",등록외국인 (명),여자,14447
"2019 2/4","합계","구로구",세대당인구 (명),소계,2.32
"2019 2/4","합계","구로구",65세이상고령자 (명),소계,64028
"2019 2/4","합계","금천구",세대 (세대),소계,109708
"2019 2/4","합계","금천구",계 (명),소계,254061
"2019 2/4","합계","금천구",계 (명),남자,130282
"2019 2/4","합계","금천구",계 (명),여자,123779
"2019 2/4","합계","금천구",한국인 (명),소계,234079
"2019 2/4","합계","금천구",한국인 (명),남자,118912
"2019 2/4","합계","금천구",한국인 (명),여자,115167
"2019 2/4","합계","금천구",등록외국인 (명),소계,19982
"2019 2/4","합계","금천구",등록외국인 (명),남자,11370
"2019 2/4","합계","금천구",등록외국인 (명),여자,8612
"2019 2/4","합계","금천구",세대당인구 (명),소계,2.13
"2019 2/4","합계","금천구",65세이상고령자 (명),소계,36727
"2019 2/4","합계","영등포구",세대 (세대),소계,173701
"2019 2/4","합계","영등포구",계 (명),소계,404229
"2019 2/4","합계","영등포구",계 (명),남자,203265
"2019 2/4","합계","영등포구",계 (명),여자,200964
"2019 2/4","합계","영등포구",한국인 (명),소계,369017
"2019 2/4","합계","영등포구",한국인 (명),남자,183460
"2019 2/4","합계","영등포구",한국인 (명),여자,185557
"2019 2/4","합계","영등포구",등록외국인 (명),소계,35212
"2019 2/4","합계","영등포구",등록외국인 (명),남자,19805
"2019 2/4","합계","영등포구",등록외국인 (명),여자,15407
"2019 2/4","합계","영등포구",세대당인구 (명),소계,2.12
"2019 2/4","합계","영등포구",65세이상고령자 (명),소계,56891
"2019 2/4","합계","동작구",세대 (세대),소계,180463
"2019 2/4","합계","동작구",계 (명),소계,412000
"2019 2/4","합계","동작구",계 (명),남자,199320
"2019 2/4","합계","동작구",계 (명),여자,212680
"2019 2/4","합계","동작구",한국인 (명),소계,398885
"2019 2/4","합계","동작구",한국인 (명),남자,193449
"2019 2/4","합계","동작구",한국인 (명),여자,205436
"2019 2/4","합계","동작구",등록외국인 (명),소계,13115
"2019 2/4","합계","동작구",등록외국인 (명),남자,5871
"2019 2/4","합계","동작구",등록외국인 (명),여자,7244
"2019 2/4","합계","동작구",세대당인구 (명),소계,2.21
"2019 2/4","합계","동작구",65세이상고령자 (명),소계,61009
"2019 2/4","합계","관악구",세대 (세대),소계,266692
"2019 2/4","합계","관악구",계 (명),소계,519864
"2019 2/4","합계","관악구",계 (명),남자,260404
"2019 2/4","합계","관악구",계 (명),여자,259460
"2019 2/4","합계","관악구",한국인 (명),소계,502089
"2019 2/4","합계","관악구",한국인 (명),남자,251875
"2019 2/4","합계","관악구",한국인 (명),여자,250214
"2019 2/4","합계","관악구",등록외국인 (명),소계,17775
"2019 2/4","합계","관악구",등록외국인 (명),남자,8529
"2019 2/4","합계","관악구",등록외국인 (명),여자,9246
"2019 2/4","합계","관악구",세대당인구 (명),소계,1.88
"2019 2/4","합계","관악구",65세이상고령자 (명),소계,73693
"2019 2/4","합계","서초구",세대 (세대),소계,172907
"2019 2/4","합계","서초구",계 (명),소계,435631
"2019 2/4","합계","서초구",계 (명),남자,208610
"2019 2/4","합계","서초구",계 (명),여자,227021
"2019 2/4","합계","서초구",한국인 (명),소계,431360
"2019 2/4","합계","서초구",한국인 (명),남자,206478
"2019 2/4","합계","서초구",한국인 (명),여자,224882
"2019 2/4","합계","서초구",등록외국인 (명),소계,4271
"2019 2/4","합계","서초구",등록외국인 (명),남자,2132
"2019 2/4","합계","서초구",등록외국인 (명),여자,2139
"2019 2/4","합계","서초구",세대당인구 (명),소계,2.49
"2019 2/4","합계","서초구",65세이상고령자 (명),소계,55853
"2019 2/4","합계","강남구",세대 (세대),소계,230752
"2019 2/4","합계","강남구",계 (명),소계,547602
"2019 2/4","합계","강남구",계 (명),남자,262219
"2019 2/4","합계","강남구",계 (명),여자,285383
"2019 2/4","합계","강남구",한국인 (명),소계,542498
"2019 2/4","합계","강남구",한국인 (명),남자,259645
"2019 2/4","합계","강남구",한국인 (명),여자,282853
"2019 2/4","합계","강남구",등록외국인 (명),소계,5104
"2019 2/4","합계","강남구",등록외국인 (명),남자,2574
"2019 2/4","합계","강남구",등록외국인 (명),여자,2530
"2019 2/4","합계","강남구",세대당인구 (명),소계,2.35
"2019 2/4","합계","강남구",65세이상고령자 (명),소계,69011
"2019 2/4","합계","송파구",세대 (세대),소계,278223
"2019 2/4","합계","송파구",계 (명),소계,686181
"2019 2/4","합계","송파구",계 (명),남자,332539
"2019 2/4","합계","송파구",계 (명),여자,353642
"2019 2/4","합계","송파구",한국인 (명),소계,679247
"2019 2/4","합계","송파구",한국인 (명),남자,329200
"2019 2/4","합계","송파구",한국인 (명),여자,350047
"2019 2/4","합계","송파구",등록외국인 (명),소계,6934
"2019 2/4","합계","송파구",등록외국인 (명),남자,3339
"2019 2/4","합계","송파구",등록외국인 (명),여자,3595
"2019 2/4","합계","송파구",세대당인구 (명),소계,2.44
"2019 2/4","합계","송파구",65세이상고령자 (명),소계,84740
"2019 2/4","합계","강동구",세대 (세대),소계,177368
"2019 2/4","합계","강동구",계 (명),소계,428547
"2019 2/4","합계","강동구",계 (명),남자,211752
"2019 2/4","합계","강동구",계 (명),여자,216795
"2019 2/4","합계","강동구",한국인 (명),소계,424235
"2019 2/4","합계","강동구",한국인 (명),남자,209746
"2019 2/4","합계","강동구",한국인 (명),여자,214489
"2019 2/4","합계","강동구",등록외국인 (명),소계,4312
"2019 2/4","합계","강동구",등록외국인 (명),남자,2006
"2019 2/4","합계","강동구",등록외국인 (명),여자,2306
"2019 2/4","합계","강동구",세대당인구 (명),소계,2.39
"2019 2/4","합계","강동구",65세이상고령자 (명),소계,60657
"2019 3/4","합계","소계",세대 (세대),소계,4315921
"2019 3/4","합계","소계",계 (명),소계,10025927
"2019 3/4","합계","소계",계 (명),남자,4887068
"2019 3/4","합계","소계",계 (명),여자,5138859
"2019 3/4","합계","소계",한국인 (명),소계,9740398
"2019 3/4","합계","소계",한국인 (명),남자,4751696
"2019 3/4","합계","소계",한국인 (명),여자,4988702
"2019 3/4","합계","소계",등록외국인 (명),소계,285529
"2019 3/4","합계","소계",등록외국인 (명),남자,135372
"2019 3/4","합계","소계",등록외국인 (명),여자,150157
"2019 3/4","합계","소계",세대당인구 (명),소계,2.26
"2019 3/4","합계","소계",65세이상고령자 (명),소계,1468146
"2019 3/4","합계","종로구",세대 (세대),소계,73942
"2019 3/4","합계","종로구",계 (명),소계,162860
"2019 3/4","합계","종로구",계 (명),남자,78523
"2019 3/4","합계","종로구",계 (명),여자,84337
"2019 3/4","합계","종로구",한국인 (명),소계,151767
"2019 3/4","합계","종로구",한국인 (명),남자,73952
"2019 3/4","합계","종로구",한국인 (명),여자,77815
"2019 3/4","합계","종로구",등록외국인 (명),소계,11093
"2019 3/4","합계","종로구",등록외국인 (명),남자,4571
"2019 3/4","합계","종로구",등록외국인 (명),여자,6522
"2019 3/4","합계","종로구",세대당인구 (명),소계,2.05
"2019 3/4","합계","종로구",65세이상고령자 (명),소계,27394
"2019 3/4","합계","중구",세대 (세대),소계,62593
"2019 3/4","합계","중구",계 (명),소계,136663
"2019 3/4","합계","중구",계 (명),남자,67030
"2019 3/4","합계","중구",계 (명),여자,69633
"2019 3/4","합계","중구",한국인 (명),소계,126409
"2019 3/4","합계","중구",한국인 (명),남자,62161
"2019 3/4","합계","중구",한국인 (명),여자,64248
"2019 3/4","합계","중구",등록외국인 (명),소계,10254
"2019 3/4","합계","중구",등록외국인 (명),남자,4869
"2019 3/4","합계","중구",등록외국인 (명),여자,5385
"2019 3/4","합계","중구",세대당인구 (명),소계,2.02
"2019 3/4","합계","중구",65세이상고령자 (명),소계,23025
"2019 3/4","합계","용산구",세대 (세대),소계,109911
"2019 3/4","합계","용산구",계 (명),소계,244989
"2019 3/4","합계","용산구",계 (명),남자,119499
"2019 3/4","합계","용산구",계 (명),여자,125490
"2019 3/4","합계","용산구",한국인 (명),소계,228830
"2019 3/4","합계","용산구",한국인 (명),남자,110478
"2019 3/4","합계","용산구",한국인 (명),여자,118352
"2019 3/4","합계","용산구",등록외국인 (명),소계,16159
"2019 3/4","합계","용산구",등록외국인 (명),남자,9021
"2019 3/4","합계","용산구",등록외국인 (명),여자,7138
"2019 3/4","합계","용산구",세대당인구 (명),소계,2.08
"2019 3/4","합계","용산구",65세이상고령자 (명),소계,38531
"2019 3/4","합계","성동구",세대 (세대),소계,136466
"2019 3/4","합계","성동구",계 (명),소계,311290
"2019 3/4","합계","성동구",계 (명),남자,152134
"2019 3/4","합계","성동구",계 (명),여자,159156
"2019 3/4","합계","성동구",한국인 (명),소계,303158
"2019 3/4","합계","성동구",한국인 (명),남자,148510
"2019 3/4","합계","성동구",한국인 (명),여자,154648
"2019 3/4","합계","성동구",등록외국인 (명),소계,8132
"2019 3/4","합계","성동구",등록외국인 (명),남자,3624
"2019 3/4","합계","성동구",등록외국인 (명),여자,4508
"2019 3/4","합계","성동구",세대당인구 (명),소계,2.22
"2019 3/4","합계","성동구",65세이상고령자 (명),소계,43662
"2019 3/4","합계","광진구",세대 (세대),소계,164173
"2019 3/4","합계","광진구",계 (명),소계,368337
"2019 3/4","합계","광진구",계 (명),남자,177749
"2019 3/4","합계","광진구",계 (명),여자,190588
"2019 3/4","합계","광진구",한국인 (명),소계,352692
"2019 3/4","합계","광진구",한국인 (명),남자,171103
"2019 3/4","합계","광진구",한국인 (명),여자,181589
"2019 3/4","합계","광진구",등록외국인 (명),소계,15645
"2019 3/4","합계","광진구",등록외국인 (명),남자,6646
"2019 3/4","합계","광진구",등록외국인 (명),여자,8999
"2019 3/4","합계","광진구",세대당인구 (명),소계,2.15
"2019 3/4","합계","광진구",65세이상고령자 (명),소계,47347
"2019 3/4","합계","동대문구",세대 (세대),소계,163606
"2019 3/4","합계","동대문구",계 (명),소계,363779
"2019 3/4","합계","동대문구",계 (명),남자,178958
"2019 3/4","합계","동대문구",계 (명),여자,184821
"2019 3/4","합계","동대문구",한국인 (명),소계,346551
"2019 3/4","합계","동대문구",한국인 (명),남자,172440
"2019 3/4","합계","동대문구",한국인 (명),여자,174111
"2019 3/4","합계","동대문구",등록외국인 (명),소계,17228
"2019 3/4","합계","동대문구",등록외국인 (명),남자,6518
"2019 3/4","합계","동대문구",등록외국인 (명),여자,10710
"2019 3/4","합계","동대문구",세대당인구 (명),소계,2.12
"2019 3/4","합계","동대문구",65세이상고령자 (명),소계,58764
"2019 3/4","합계","중랑구",세대 (세대),소계,181448
"2019 3/4","합계","중랑구",계 (명),소계,403776
"2019 3/4","합계","중랑구",계 (명),남자,199959
"2019 3/4","합계","중랑구",계 (명),여자,203817
"2019 3/4","합계","중랑구",한국인 (명),소계,398812
"2019 3/4","합계","중랑구",한국인 (명),남자,197927
"2019 3/4","합계","중랑구",한국인 (명),여자,200885
"2019 3/4","합계","중랑구",등록외국인 (명),소계,4964
"2019 3/4","합계","중랑구",등록외국인 (명),남자,2032
"2019 3/4","합계","중랑구",등록외국인 (명),여자,2932
"2019 3/4","합계","중랑구",세대당인구 (명),소계,2.20
"2019 3/4","합계","중랑구",65세이상고령자 (명),소계,64449
"2019 3/4","합계","성북구",세대 (세대),소계,191465
"2019 3/4","합계","성북구",계 (명),소계,454114
"2019 3/4","합계","성북구",계 (명),남자,218857
"2019 3/4","합계","성북구",계 (명),여자,235257
"2019 3/4","합계","성북구",한국인 (명),소계,441590
"2019 3/4","합계","성북구",한국인 (명),남자,214094
"2019 3/4","합계","성북구",한국인 (명),여자,227496
"2019 3/4","합계","성북구",등록외국인 (명),소계,12524
"2019 3/4","합계","성북구",등록외국인 (명),남자,4763
"2019 3/4","합계","성북구",등록외국인 (명),여자,7761
"2019 3/4","합계","성북구",세대당인구 (명),소계,2.31
"2019 3/4","합계","성북구",65세이상고령자 (명),소계,70204
"2019 3/4","합계","강북구",세대 (세대),소계,143680
"2019 3/4","합계","강북구",계 (명),소계,317875
"2019 3/4","합계","강북구",계 (명),남자,154784
"2019 3/4","합계","강북구",계 (명),여자,163091
"2019 3/4","합계","강북구",한국인 (명),소계,314090
"2019 3/4","합계","강북구",한국인 (명),남자,153356
"2019 3/4","합계","강북구",한국인 (명),여자,160734
"2019 3/4","합계","강북구",등록외국인 (명),소계,3785
"2019 3/4","합계","강북구",등록외국인 (명),남자,1428
"2019 3/4","합계","강북구",등록외국인 (명),여자,2357
"2019 3/4","합계","강북구",세대당인구 (명),소계,2.19
"2019 3/4","합계","강북구",65세이상고령자 (명),소계,59808
"2019 3/4","합계","도봉구",세대 (세대),소계,138603
"2019 3/4","합계","도봉구",계 (명),소계,337594
"2019 3/4","합계","도봉구",계 (명),남자,164883
"2019 3/4","합계","도봉구",계 (명),여자,172711
"2019 3/4","합계","도봉구",한국인 (명),소계,335280
"2019 3/4","합계","도봉구",한국인 (명),남자,163953
"2019 3/4","합계","도봉구",한국인 (명),여자,171327
"2019 3/4","합계","도봉구",등록외국인 (명),소계,2314
"2019 3/4","합계","도봉구",등록외국인 (명),남자,930
"2019 3/4","합계","도봉구",등록외국인 (명),여자,1384
"2019 3/4","합계","도봉구",세대당인구 (명),소계,2.42
"2019 3/4","합계","도봉구",65세이상고령자 (명),소계,58070
"2019 3/4","합계","노원구",세대 (세대),소계,217058
"2019 3/4","합계","노원구",계 (명),소계,539829
"2019 3/4","합계","노원구",계 (명),남자,261141
"2019 3/4","합계","노원구",계 (명),여자,278688
"2019 3/4","합계","노원구",한국인 (명),소계,535282
"2019 3/4","합계","노원구",한국인 (명),남자,259204
"2019 3/4","합계","노원구",한국인 (명),여자,276078
"2019 3/4","합계","노원구",등록외국인 (명),소계,4547
"2019 3/4","합계","노원구",등록외국인 (명),남자,1937
"2019 3/4","합계","노원구",등록외국인 (명),여자,2610
"2019 3/4","합계","노원구",세대당인구 (명),소계,2.47
"2019 3/4","합계","노원구",65세이상고령자 (명),소계,79968
"2019 3/4","합계","은평구",세대 (세대),소계,207410
"2019 3/4","합계","은평구",계 (명),소계,486159
"2019 3/4","합계","은평구",계 (명),남자,234228
"2019 3/4","합계","은평구",계 (명),여자,251931
"2019 3/4","합계","은평구",한국인 (명),소계,481663
"2019 3/4","합계","은평구",한국인 (명),남자,232383
"2019 3/4","합계","은평구",한국인 (명),여자,249280
"2019 3/4","합계","은평구",등록외국인 (명),소계,4496
"2019 3/4","합계","은평구",등록외국인 (명),남자,1845
"2019 3/4","합계","은평구",등록외국인 (명),여자,2651
"2019 3/4","합계","은평구",세대당인구 (명),소계,2.32
"2019 3/4","합계","은평구",65세이상고령자 (명),소계,79957
"2019 3/4","합계","서대문구",세대 (세대),소계,140007
"2019 3/4","합계","서대문구",계 (명),소계,324089
"2019 3/4","합계","서대문구",계 (명),남자,153618
"2019 3/4","합계","서대문구",계 (명),여자,170471
"2019 3/4","합계","서대문구",한국인 (명),소계,310069
"2019 3/4","합계","서대문구",한국인 (명),남자,149061
"2019 3/4","합계","서대문구",한국인 (명),여자,161008
"2019 3/4","합계","서대문구",등록외국인 (명),소계,14020
"2019 3/4","합계","서대문구",등록외국인 (명),남자,4557
"2019 3/4","합계","서대문구",등록외국인 (명),여자,9463
"2019 3/4","합계","서대문구",세대당인구 (명),소계,2.21
"2019 3/4","합계","서대문구",65세이상고령자 (명),소계,51708
"2019 3/4","합계","마포구",세대 (세대),소계,174181
"2019 3/4","합계","마포구",계 (명),소계,385605
"2019 3/4","합계","마포구",계 (명),남자,181368
"2019 3/4","합계","마포구",계 (명),여자,204237
"2019 3/4","합계","마포구",한국인 (명),소계,373629
"2019 3/4","합계","마포구",한국인 (명),남자,176863
"2019 3/4","합계","마포구",한국인 (명),여자,196766
"2019 3/4","합계","마포구",등록외국인 (명),소계,11976
"2019 3/4","합계","마포구",등록외국인 (명),남자,4505
"2019 3/4","합계","마포구",등록외국인 (명),여자,7471
"2019 3/4","합계","마포구",세대당인구 (명),소계,2.15
"2019 3/4","합계","마포구",65세이상고령자 (명),소계,51961
"2019 3/4","합계","양천구",세대 (세대),소계,177339
"2019 3/4","합계","양천구",계 (명),소계,463931
"2019 3/4","합계","양천구",계 (명),남자,227911
"2019 3/4","합계","양천구",계 (명),여자,236020
"2019 3/4","합계","양천구",한국인 (명),소계,459849
"2019 3/4","합계","양천구",한국인 (명),남자,226091
"2019 3/4","합계","양천구",한국인 (명),여자,233758
"2019 3/4","합계","양천구",등록외국인 (명),소계,4082
"2019 3/4","합계","양천구",등록외국인 (명),남자,1820
"2019 3/4","합계","양천구",등록외국인 (명),여자,2262
"2019 3/4","합계","양천구",세대당인구 (명),소계,2.59
"2019 3/4","합계","양천구",65세이상고령자 (명),소계,60487
"2019 3/4","합계","강서구",세대 (세대),소계,262108
"2019 3/4","합계","강서구",계 (명),소계,600240
"2019 3/4","합계","강서구",계 (명),남자,290942
"2019 3/4","합계","강서구",계 (명),여자,309298
"2019 3/4","합계","강서구",한국인 (명),소계,593708
"2019 3/4","합계","강서구",한국인 (명),남자,287751
"2019 3/4","합계","강서구",한국인 (명),여자,305957
"2019 3/4","합계","강서구",등록외국인 (명),소계,6532
"2019 3/4","합계","강서구",등록외국인 (명),남자,3191
"2019 3/4","합계","강서구",등록외국인 (명),여자,3341
"2019 3/4","합계","강서구",세대당인구 (명),소계,2.27
"2019 3/4","합계","강서구",65세이상고령자 (명),소계,82937
"2019 3/4","합계","구로구",세대 (세대),소계,175844
"2019 3/4","합계","구로구",계 (명),소계,439850
"2019 3/4","합계","구로구",계 (명),남자,219971
"2019 3/4","합계","구로구",계 (명),여자,219879
"2019 3/4","합계","구로구",한국인 (명),소계,406748
"2019 3/4","합계","구로구",한국인 (명),남자,201077
"2019 3/4","합계","구로구",한국인 (명),여자,205671
"2019 3/4","합계","구로구",등록외국인 (명),소계,33102
"2019 3/4","합계","구로구",등록외국인 (명),남자,18894
"2019 3/4","합계","구로구",등록외국인 (명),여자,14208
"2019 3/4","합계","구로구",세대당인구 (명),소계,2.31
"2019 3/4","합계","구로구",65세이상고령자 (명),소계,64952
"2019 3/4","합계","금천구",세대 (세대),소계,110072
"2019 3/4","합계","금천구",계 (명),소계,252868
"2019 3/4","합계","금천구",계 (명),남자,129510
"2019 3/4","합계","금천구",계 (명),여자,123358
"2019 3/4","합계","금천구",한국인 (명),소계,233371
"2019 3/4","합계","금천구",한국인 (명),남자,118471
"2019 3/4","합계","금천구",한국인 (명),여자,114900
"2019 3/4","합계","금천구",등록외국인 (명),소계,19497
"2019 3/4","합계","금천구",등록외국인 (명),남자,11039
"2019 3/4","합계","금천구",등록외국인 (명),여자,8458
"2019 3/4","합계","금천구",세대당인구 (명),소계,2.12
"2019 3/4","합계","금천구",65세이상고령자 (명),소계,37191
"2019 3/4","합계","영등포구",세대 (세대),소계,174309
"2019 3/4","합계","영등포구",계 (명),소계,402478
"2019 3/4","합계","영등포구",계 (명),남자,201944
"2019 3/4","합계","영등포구",계 (명),여자,200534
"2019 3/4","합계","영등포구",한국인 (명),소계,368402
"2019 3/4","합계","영등포구",한국인 (명),남자,182913
"2019 3/4","합계","영등포구",한국인 (명),여자,185489
"2019 3/4","합계","영등포구",등록외국인 (명),소계,34076
"2019 3/4","합계","영등포구",등록외국인 (명),남자,19031
"2019 3/4","합계","영등포구",등록외국인 (명),여자,15045
"2019 3/4","합계","영등포구",세대당인구 (명),소계,2.11
"2019 3/4","합계","영등포구",65세이상고령자 (명),소계,57350
"2019 3/4","합계","동작구",세대 (세대),소계,180841
"2019 3/4","합계","동작구",계 (명),소계,410487
"2019 3/4","합계","동작구",계 (명),남자,198593
"2019 3/4","합계","동작구",계 (명),여자,211894
"2019 3/4","합계","동작구",한국인 (명),소계,397618
"2019 3/4","합계","동작구",한국인 (명),남자,192829
"2019 3/4","합계","동작구",한국인 (명),여자,204789
"2019 3/4","합계","동작구",등록외국인 (명),소계,12869
"2019 3/4","합계","동작구",등록외국인 (명),남자,5764
"2019 3/4","합계","동작구",등록외국인 (명),여자,7105
"2019 3/4","합계","동작구",세대당인구 (명),소계,2.20
"2019 3/4","합계","동작구",65세이상고령자 (명),소계,61607
"2019 3/4","합계","관악구",세대 (세대),소계,268226
"2019 3/4","합계","관악구",계 (명),소계,519953
"2019 3/4","합계","관악구",계 (명),남자,260386
"2019 3/4","합계","관악구",계 (명),여자,259567
"2019 3/4","합계","관악구",한국인 (명),소계,502117
"2019 3/4","합계","관악구",한국인 (명),남자,251923
"2019 3/4","합계","관악구",한국인 (명),여자,250194
"2019 3/4","합계","관악구",등록외국인 (명),소계,17836
"2019 3/4","합계","관악구",등록외국인 (명),남자,8463
"2019 3/4","합계","관악구",등록외국인 (명),여자,9373
"2019 3/4","합계","관악구",세대당인구 (명),소계,1.87
"2019 3/4","합계","관악구",65세이상고령자 (명),소계,74518
"2019 3/4","합계","서초구",세대 (세대),소계,173215
"2019 3/4","합계","서초구",계 (명),소계,435258
"2019 3/4","합계","서초구",계 (명),남자,208297
"2019 3/4","합계","서초구",계 (명),여자,226961
"2019 3/4","합계","서초구",한국인 (명),소계,431027
"2019 3/4","합계","서초구",한국인 (명),남자,206185
"2019 3/4","합계","서초구",한국인 (명),여자,224842
"2019 3/4","합계","서초구",등록외국인 (명),소계,4231
"2019 3/4","합계","서초구",등록외국인 (명),남자,2112
"2019 3/4","합계","서초구",등록외국인 (명),여자,2119
"2019 3/4","합계","서초구",세대당인구 (명),소계,2.49
"2019 3/4","합계","서초구",65세이상고령자 (명),소계,56455
"2019 3/4","합계","강남구",세대 (세대),소계,232115
"2019 3/4","합계","강남구",계 (명),소계,549043
"2019 3/4","합계","강남구",계 (명),남자,262829
"2019 3/4","합계","강남구",계 (명),여자,286214
"2019 3/4","합계","강남구",한국인 (명),소계,544028
"2019 3/4","합계","강남구",한국인 (명),남자,260305
"2019 3/4","합계","강남구",한국인 (명),여자,283723
"2019 3/4","합계","강남구",등록외국인 (명),소계,5015
"2019 3/4","합계","강남구",등록외국인 (명),남자,2524
"2019 3/4","합계","강남구",등록외국인 (명),여자,2491
"2019 3/4","합계","강남구",세대당인구 (명),소계,2.34
"2019 3/4","합계","강남구",65세이상고령자 (명),소계,70029
"2019 3/4","합계","송파구",세대 (세대),소계,278340
"2019 3/4","합계","송파구",계 (명),소계,684338
"2019 3/4","합계","송파구",계 (명),남자,331364
"2019 3/4","합계","송파구",계 (명),여자,352974
"2019 3/4","합계","송파구",한국인 (명),소계,677489
"2019 3/4","합계","송파구",한국인 (명),남자,328073
"2019 3/4","합계","송파구",한국인 (명),여자,349416
"2019 3/4","합계","송파구",등록외국인 (명),소계,6849
"2019 3/4","합계","송파구",등록외국인 (명),남자,3291
"2019 3/4","합계","송파구",등록외국인 (명),여자,3558
"2019 3/4","합계","송파구",세대당인구 (명),소계,2.43
"2019 3/4","합계","송파구",65세이상고령자 (명),소계,86062
"2019 3/4","합계","강동구",세대 (세대),소계,178969
"2019 3/4","합계","강동구",계 (명),소계,430522
"2019 3/4","합계","강동구",계 (명),남자,212590
"2019 3/4","합계","강동구",계 (명),여자,217932
"2019 3/4","합계","강동구",한국인 (명),소계,426219
"2019 3/4","합계","강동구",한국인 (명),남자,210593
"2019 3/4","합계","강동구",한국인 (명),여자,215626
"2019 3/4","합계","강동구",등록외국인 (명),소계,4303
"2019 3/4","합계","강동구",등록외국인 (명),남자,1997
"2019 3/4","합계","강동구",등록외국인 (명),여자,2306
"2019 3/4","합계","강동구",세대당인구 (명),소계,2.38
"2019 3/4","합계","강동구",65세이상고령자 (명),소계,61710
"2019 4/4","합계","소계",세대 (세대),소계,4327605
"2019 4/4","합계","소계",계 (명),소계,10010983
"2019 4/4","합계","소계",계 (명),남자,4877725
"2019 4/4","합계","소계",계 (명),여자,5133258
"2019 4/4","합계","소계",한국인 (명),소계,9729107
"2019 4/4","합계","소계",한국인 (명),남자,4744059
"2019 4/4","합계","소계",한국인 (명),여자,4985048
"2019 4/4","합계","소계",등록외국인 (명),소계,281876
"2019 4/4","합계","소계",등록외국인 (명),남자,133666
"2019 4/4","합계","소계",등록외국인 (명),여자,148210
"2019 4/4","합계","소계",세대당인구 (명),소계,2.25
"2019 4/4","합계","소계",65세이상고령자 (명),소계,1485272
"2019 4/4","합계","종로구",세대 (세대),소계,73947
"2019 4/4","합계","종로구",계 (명),소계,161869
"2019 4/4","합계","종로구",계 (명),남자,78215
"2019 4/4","합계","종로구",계 (명),여자,83654
"2019 4/4","합계","종로구",한국인 (명),소계,151290
"2019 4/4","합계","종로구",한국인 (명),남자,73746
"2019 4/4","합계","종로구",한국인 (명),여자,77544
"2019 4/4","합계","종로구",등록외국인 (명),소계,10579
"2019 4/4","합계","종로구",등록외국인 (명),남자,4469
"2019 4/4","합계","종로구",등록외국인 (명),여자,6110
"2019 4/4","합계","종로구",세대당인구 (명),소계,2.05
"2019 4/4","합계","종로구",65세이상고령자 (명),소계,27519
"2019 4/4","합계","중구",세대 (세대),소계,62739
"2019 4/4","합계","중구",계 (명),소계,136488
"2019 4/4","합계","중구",계 (명),남자,66823
"2019 4/4","합계","중구",계 (명),여자,69665
"2019 4/4","합계","중구",한국인 (명),소계,126171
"2019 4/4","합계","중구",한국인 (명),남자,61910
"2019 4/4","합계","중구",한국인 (명),여자,64261
"2019 4/4","합계","중구",등록외국인 (명),소계,10317
"2019 4/4","합계","중구",등록외국인 (명),남자,4913
"2019 4/4","합계","중구",등록외국인 (명),여자,5404
"2019 4/4","합계","중구",세대당인구 (명),소계,2.01
"2019 4/4","합계","중구",65세이상고령자 (명),소계,23275
